Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:55:37;301;0;18,5687037460899;66,7414358739605;86,2119478141451;89,7703517204547;83,5263599603265;83,4424353398947;81,6464484626535;83,224231326772;86,1448081177997;86,3294422827497;144,489204242008;131,934081025406;135,97924773022;131,514457923247;140,108339055467;134,888227664607;138,564126039521;134,586099031052;
9:55:38;300;0;18,5687037460899;66,7582207980468;86,346227206836;89,7703517204547;83,5599298084993;83,4927901121538;81,7471580071717;83,3585107194629;86,1280231937133;86,3294422827497;144,438849469749;131,900511177234;135,945677882048;131,497672999161;140,007629510948;134,87144274052;138,496986343175;134,535744258793;
9:55:39;300;0;18,5854886701762;66,7582207980468;86,4133669031815;89,7871366445411;83,5599298084993;83,5431448844129;81,8310826276036;83,4424353398947;86,161593041886;86,3126573586633;144,371709773404;131,900511177234;135,912108033875;131,514457923247;139,890135042344;134,804303044175;138,463416495003;134,468604562448;
9:55:40;301;0;18,5687037460899;66,7414358739605;86,4637216754406;89,7535667963683;83,5767147325856;83,593499656672;81,8814373998627;83,5263599603265;86,1112382696269;86,2455176623179;144,237430380713;131,816586556802;135,79461356527;131,430533302815;139,705500877394;134,602883955138;138,295567254139;134,334325169757;
9:55:41;301;0;18,5687037460899;66,7750057221332;86,6147859922179;89,8207064927138;83,6774242771038;83,7613488975357;82,0157167925536;83,7109941252766;86,1783779659724;86,3294422827497;144,220645456626;131,833371480888;135,84496833753;131,464103150988;139,638361181048;134,602883955138;138,24521248188;134,31754024567;
9:55:42;301;0;18,5854886701762;66,7917906462196;86,7490653849088;89,8710612649729;83,7109941252766;83,8452735179675;82,1164263370718;83,8284885938811;86,1783779659724;86,3294422827497;144,136720836194;131,833371480888;135,811398489357;131,430533302815;139,53765163653;134,619668879225;138,127718013275;134,216830701152;
9:55:43;301;0;18,6022735942626;66,7750057221332;86,8329900053407;89,8878461890593;83,778133821622;83,912413214313;82,2674906538491;84,0131227588312;86,1951628900588;86,3797970550088;144,069581139849;131,799801632715;135,744258793011;131,380178530556;139,436942092012;134,485389486534;138,043793392844;134,149691004807;
9:55:44;300;0;18,5687037460899;66,7917906462196;86,9672693980316;89,9382009613184;83,8452735179675;84,0131227588312;82,40177004654;84,1977569237812;86,2287327382315;86,3965819790951;143,935301747158;131,73266193637;135,677119096666;131,346608682383;139,252307927062;134,31754024567;137,859159227893;134,032196536202;
9:55:45;304;0;18,5519188220035;66,7750057221332;87,0344090943771;89,9382009613184;83,8788433661402;84,1138323033494;82,4689097428855;84,3488212405585;86,1951628900588;86,3630121309224;143,750667582208;131,631952391852;135,542839703975;131,245899137865;139,050888838025;134,032196536202;137,69130998703;133,864347295338;
9:55:46;301;0;18,6022735942626;66,7750057221332;87,2358281834134;90,0556954299229;84,0299076829175;84,281681544213;82,6871137560082;84,5838101777676;86,3126573586633;86,4637216754406;143,683527885863;131,631952391852;135,526054779889;131,245899137865;138,933394369421;134,13290608072;137,573815518425;133,797207598993;
9:55:47;301;0;18,6022735942626;66,7750057221332;87,3868925001907;90,1396200503548;84,1138323033494;84,4327458609903;82,8549629968719;84,7348744945449;86,346227206836;86,480506599527;143,549248493172;131,581597619593;135,442130159457;131,195544365606;138,782330052644;133,965056839857;137,439536125734;133,646143282216;
9:55:48;301;0;18,5519188220035;66,7917906462196;87,5547417410544;90,1899748226139;84,1809719996948;84,5838101777676;83,0228122377356;84,9027237354086;86,3797970550088;86,5476462958724;143,398184176394;131,514457923247;135,374990463111;131,128404669261;138,597695887694;133,914702067597;137,288471808957;133,511863889525;
9:55:49;301;0;18,6022735942626;66,7582207980468;87,6890211337453;90,2738994430457;84,2984664682994;84,7180895704585;83,1906614785992;85,1041428244449;86,4469367513542;86,6147859922179;143,230334935531;131,447318226902;135,291065842679;131,061264972915;138,42984664683;133,797207598993;137,120622568093;133,344014648661;
9:55:50;302;0;18,5854886701762;66,8085755703059;87,8736552986954;90,3746089875639;84,4159609369039;84,8859388113222;83,3585107194629;85,3559166857404;86,4972915236133;86,6819256885634;143,112840466926;131,36339360647;135,190356298161;130,977340352483;138,211642633707;133,57900358587;136,95277332723;133,192950331884;
9:55:51;301;0;18,5519188220035;66,7750057221332;88,0247196154726;90,4585336079957;84,4998855573358;85,0705729762722;83,5263599603265;85,5237659266041;86,5644312199588;86,7490653849088;142,978561074235;131,262684061952;135,089646753643;130,926985580224;137,993438620584;133,377584496834;136,784924086366;133,041886015106;
9:55:52;302;0;18,5854886701762;66,7582207980468;88,226138704509;90,5592431525139;84,6173800259403;85,2384222171359;83,7109941252766;85,658045319295;86,6147859922179;86,8162050812543;142,810711833371;131,17875944152;134,972152285039;130,826276035706;137,775234607462;133,226520180056;136,633859769589;132,890821698329;
9:55:53;301;0;18,5854886701762;66,7750057221332;88,4275577935454;90,6263828488594;84,7180895704585;85,3894865339132;83,8452735179675;85,8594644083314;86,6987106126497;86,849774929427;142,642862592508;131,061264972915;134,888227664607;130,759136339361;137,540245670253;133,159380483711;136,482795452811;132,706187533379;
9:55:54;301;0;18,5687037460899;66,7582207980468;88,54505226215;90,6767376211185;84,8020141908904;85,5069810025177;83,9795529106584;86,0440985732815;86,7322804608225;86,8833447775998;142,391088731212;130,926985580224;134,720378423743;130,608072022583;137,271686884871;132,957961394675;136,21423666743;132,437628747997;
9:55:55;301;0;18,5854886701762;66,7582207980468;88,7464713511864;90,8278019378958;85,0034332799268;85,7084000915541;84,2313267719539;86,3630121309224;86,7994201571679;87,0344090943771;142,273594262608;130,943770504311;134,68680857557;130,557717250324;137,204547188525;132,874036774243;136,063172350652;132,370489051652;
9:55:56;301;0;18,6022735942626;66,7750057221332;88,91432059205;90,9452964065003;85,1377126726177;85,9098191805905;84,4327458609903;86,6315709163043;86,9001297016861;87,1183337148089;142,088960097658;130,826276035706;134,569314106966;130,473792629892;136,95277332723;132,639047837034;135,811398489357;132,185854886702;
9:55:57;301;0;18,5687037460899;66,7750057221332;89,0653849088273;91,0124361028458;85,2384222171359;86,0273136491951;84,5838101777676;86,7826352330816;86,9169146257725;87,1351186388952;141,853971160449;130,641641870756;134,367895017929;130,272373540856;136,667429617762;132,370489051652;135,559624628061;131,91729610132;
9:55:58;301;0;18,5854886701762;66,7750057221332;89,3507286182956;91,1802853437095;85,4230563820859;86,2790875104906;84,8523689631495;87,0511940184634;87,0679789425498;87,3029678797589;141,702906843671;130,574502174411;134,300755321584;130,238803692683;136,449225604639;132,269779507134;135,391775387198;131,783016708629;
9:55:59;302;0;18,5854886701762;66,7414358739605;89,552147707332;91,3145647364004;85,5573357747768;86,480506599527;85,0705729762722;87,2526131074998;87,1854734111543;87,3868925001907;141,467917906462;130,457007705806;134,149691004807;130,121309224079;136,21423666743;132,068360418097;135,190356298161;131,581597619593;
9:56:0;301;0;18,619058518349;66,7414358739605;89,7535667963683;91,432059205005;85,6916151674678;86,6987106126497;85,3055619134813;87,5043869687953;87,2526131074998;87,5043869687953;141,249713893339;130,339513237201;134,032196536202;130,003814755474;135,962462806134;131,900511177234;134,988937209125;131,380178530556;
9:56:1;299;0;18,619058518349;66,7246509498741;89,9549858854047;91,5999084458686;85,8594644083314;86,9336995498589;85,5069810025177;87,7729457541772;87,3701075761044;87,6050965133135;141,01472495613;130,238803692683;133,864347295338;129,903105210956;135,727473868925;131,665522240024;134,753948271916;131,145189593347;
9:56:2;301;0;18,6022735942626;66,7246509498741;90,1899748226139;91,7174029144732;86,0273136491951;87,168688487068;85,7419699397269;87,9911497672999;87,4372472724498;87,7225909819181;140,796520943008;130,104524299992;133,730067902647;129,752040894179;135,458915083543;131,564812695506;134,535744258793;130,926985580224;
9:56:3;301;0;18,5351338979171;66,7750057221332;90,4081788357366;91,8516823071641;86,1112382696269;87,3868925001907;85,9601739528496;88,1589990081636;87,537956816968;87,8400854505226;140,662241550317;129,953459983215;133,595788509957;129,65133134966;135,190356298161;131,36339360647;134,351110093843;130,708781567102;
9:56:4;299;0;18,5687037460899;66,7414358739605;90,6431677729458;92,0027466239414;86,2790875104906;87,5715266651408;86,1783779659724;88,4107728694591;87,6554512855726;87,9407949950408;140,427252613107;129,835965514611;133,444724193179;129,51705195697;134,938582436866;131,078049897002;134,13290608072;130,473792629892;
9:56:5;301;0;18,619058518349;66,7750057221332;90,8613717860685;92,0866712443732;86,4637216754406;87,8065156023499;86,346227206836;88,6793316548409;87,7561608300908;88,041504539559;140,175478751812;129,684901197833;133,344014648661;129,399557488365;134,653238727398;130,943770504311;133,881132219425;130,25558861677;
9:56:6;299;0;18,6022735942626;66,7582207980468;91,0963607232776;92,2713054093233;86,6315709163043;88,041504539559;86,5812161440452;88,9478904402228;87,8736552986954;88,1422140840772;139,90691996643;129,51705195697;133,159380483711;129,265278095674;134,384679942016;130,691996643015;133,629358358129;130,020599679561;
9:56:7;300;0;18,619058518349;66,7246509498741;91,2642099641413;92,4223697261006;86,7994201571679;88,226138704509;86,8329900053407;89,1660944533455;87,9575799191272;88,2597085526818;139,688715953307;129,433127336538;133,008316166934;129,114213778897;134,216830701152;130,507362478065;133,39436942092;129,852750438697;
9:56:8;299;0;18,619058518349;66,7750057221332;91,4824139772641;92,5902189669642;86,9672693980316;88,4443427176318;87,0679789425498;89,417868314641;88,0750743877317;88,4107728694591;139,436942092012;129,28206301976;132,857251850156;128,979934386206;133,94827191577;130,289158464942;133,159380483711;129,600976577401;
9:56:9;300;0;18,5687037460899;66,7750057221332;91,7341878385595;92,7580682078279;87,1351186388952;88,6961165789273;87,3029678797589;89,6192874036774;88,1757839322499;88,54505226215;139,185168230716;129,130998702983;132,689402609293;128,828870069429;133,662928206302;130,138094148165;132,907606622416;129,349202716106;
9:56:10;301;0;18,5519188220035;66,7582207980468;91,9523918516823;92,9091325246052;87,3029678797589;88,9311055161364;87,5547417410544;89,9382009613184;88,3100633249409;88,7129015030137;138,933394369421;128,979934386206;132,521553368429;128,677805752651;133,360799572747;129,970244907301;132,65583276112;129,09742885481;
9:56:11;301;0;18,5687037460899;66,7582207980468;92,1370260166323;93,0266269932097;87,4540321965362;89,1325246051728;87,7225909819181;90,1564049744411;88,3772030212863;88,7800411993591;138,631265735866;128,744945448997;132,269779507134;128,459601739528;133,02510109102;129,65133134966;132,320134279393;128,795300221256;
9:56:12;301;0;18,6022735942626;66,7414358739605;92,4727244983597;93,2448310063325;87,6890211337453;89,4514381628138;88,0582894636454;90,4921034561685;88,5618371862364;88,9814602883955;138,446631570916;128,627450980392;132,152285038529;128,35889219501;132,773327229725;129,500267032883;132,10193026627;128,610666056306;
9:56:13;300;0;18,5687037460899;66,7917906462196;92,7244983596551;93,4294651712825;87,856870374609;89,7032120241092;88,2932784008545;90,743877317464;88,7129015030137;89,1157396810864;138,161287861448;128,459601739528;131,984435797665;128,224612802319;132,47119859617;129,181353475242;131,833371480888;128,375677119097;
9:56:14;302;0;18,5519188220035;66,7582207980468;92,993057145037;93,5973144121462;88,0582894636454;89,9382009613184;88,5786221103227;90,9620813305867;88,8471808957046;89,2500190737774;137,892729076066;128,291752498665;131,783016708629;128,056763561456;132,202639810788;128,996719310292;131,581597619593;128,123903257801;
9:56:15;300;0;18,619058518349;66,7582207980468;93,2280460822461;93,7987335011826;88,1757839322499;90,1731898985275;88,8303959716182;91,1802853437095;88,9814602883955;89,4010833905547;137,708094911116;128,140688181888;131,598382543679;127,956054016938;131,900511177234;128,694590676738;131,430533302815;127,821774624247;
9:56:16;301;0;18,619058518349;66,7582207980468;93,4798199435416;93,9665827420462;88,3772030212863;90,4753185320821;89,0821698329137;91,4488441290913;89,0989547570001;89,5689326314183;137,422751201648;127,98962386511;131,413748378729;127,788204776074;131,631952391852;128,509956511788;131,128404669261;127,570000762951;
9:56:17;301;0;18,5183489738308;66,8253604943923;93,7315938048371;94,0840772106508;88,5786221103227;90,7606622415503;89,2668039978637;91,7174029144732;89,233234149691;89,6864271000229;137,170977340352;127,788204776074;131,313038834211;127,603570611124;131,313038834211;128,325322346838;130,843060959792;127,318226901656;
9:56:18;301;0;18,6358434424353;66,7750057221332;93,9665827420462;94,2687113756008;88,7800411993591;91,0124361028458;89,5185778591592;91,9523918516823;89,3675135423819;89,8207064927138;136,868848706798;127,62035553521;131,111619745174;127,452506294347;131,010910200656;128,073548485542;130,591287098497;127,049668116274;
9:56:19;304;0;18,6022735942626;66,7414358739605;94,184786755169;94,4701304646372;88,9814602883955;91,1635004196231;89,7871366445411;92,1873807888914;89,4850080109865;89,9717708094911;136,617074845502;127,486076142519;130,910200656138;127,284657053483;130,80949111162;127,956054016938;130,339513237201;126,898603799496;
9:56:20;301;0;18,5687037460899;66,7582207980468;94,4365606164645;94,6715495536736;89,1493095292592;91,4488441290913;90,0556954299229;92,4559395742733;89,6360723277638;90,1564049744411;136,298161287861;127,301441977569;130,725566491188;127,133592736706;130,507362478065;127,586785687037;130,054169527733;126,613260090028;
9:56:21;301;0;18,5687037460899;66,7750057221332;94,7051194018463;94,87296864271;89,3675135423819;91,7174029144732;90,3074692912184;92,7412832837415;89,7703517204547;90,3074692912184;136,02960250248;127,150377660792;130,524147402152;126,965743495842;130,222018768597;127,402151522087;129,802395666438;126,32791638056;
9:56:22;301;0;18,5854886701762;66,7414358739605;94,9568932631418;95,05760280766;89,5689326314183;92,0027466239414;90,5928130006867;93,0434119172961;89,921416037232;90,4921034561685;135,727473868925;126,965743495842;130,339513237201;126,781109330892;129,919890135042;127,116807812619;129,500267032883;126,076142519265;
9:56:23;301;0;18,5854886701762;66,7917906462196;95,2254520485237;95,2422369726101;89,7871366445411;92,2713054093233;90,8613717860685;93,2951857785916;90,0724803540093;90,6431677729458;135,42534523537;126,781109330892;130,154879072251;126,596475165942;129,617761501488;126,898603799496;129,198138399329;125,790798809796;
9:56:24;299;0;18,619058518349;66,7750057221332;95,5107957579919;95,4436560616465;89,9717708094911;92,5566491187915;91,1467154955367;93,5805294880598;90,2067597467002;90,8445868619822;135,156786449989;126,579690241856;129,953459983215;126,411841000992;129,28206301976;126,646829938201;128,91279468986;125,522240024414;
9:56:25;301;0;18,5854886701762;66,7750057221332;95,745784695201;95,6450751506828;90,1731898985275;92,7916380560006;91,4152742809186;93,8155184252689;90,3746089875639;90,9956511787594;134,854657816434;126,395056076905;129,752040894179;126,243991760128;128,979934386206;126,428625925078;128,627450980392;125,253681239033;
9:56:26;300;0;18,6022735942626;66,7917906462196;95,9639887083238;95,8129243915465;90,3242542153048;93,0266269932097;91,5999084458686;94,0337224383917;90,4753185320821;91,113145647364;134,535744258793;126,14328221561;129,46669718471;125,992217898833;128,610666056306;126,042572671092;128,308537422751;124,917982757305;
9:56:27;301;0;18,5854886701762;66,8253604943923;96,3164721141375;96,064698252842;90,5424582284276;93,3791103990234;91,9523918516823;94,3190661478599;90,7103074692912;91,3481345845731;134,351110093843;125,992217898833;129,315632867933;125,95864805066;128,342107270924;125,874723430228;128,17425803006;124,699778744182;
9:56:28;300;0;18,619058518349;66,7917906462196;96,5850308995193;96,1989776455329;90,743877317464;93,6644541084916;92,1370260166323;94,5372701609827;90,8445868619822;91,432059205005;134,048981460288;125,807583733883;129,164568551156;125,757228961624;128,056763561456;125,740444037537;127,872129396506;124,414435034714;
9:56:29;300;0;18,5687037460899;66,7750057221332;96,8535896849012;96,4003967345693;90,9620813305867;93,9330128938735;92,4223697261006;94,8226138704509;91,0124361028458;91,6334782940414;133,797207598993;125,622949568933;128,963149462119;125,572594796674;127,754634927901;125,488670176242;127,637140459297;124,11230640116;
9:56:30;301;0;18,5854886701762;66,7750057221332;97,0382238498512;96,6018158236057;91,1635004196231;94,1008621347372;92,6909285114824;95,0911726558328;91,113145647364;91,8181124589914;133,478294041352;125,505455100328;128,778515297169;125,387960631724;127,553215838865;125,270466163119;127,318226901656;123,92767223621;
9:56:31;301;0;18,6022735942626;66,7917906462196;97,256427862974;96,7696650644694;91,3145647364004;94,3526359960327;92,9091325246052;95,3261615930419;91,1970702677958;91,9356069275959;133,142595559625;125,236896314946;128,493171587701;125,136186770428;127,167162584878;124,968337529564;126,982528419928;123,575188830396;
9:56:32;301;0;18,619058518349;66,7917906462196;97,6089112687877;97,0382238498512;91,5999084458686;94,7051194018463;93,2448310063325;95,6954299229419;91,4488441290913;92,1705958648051;132,890821698329;125,085831998169;128,342107270924;125,001907377737;126,915388723583;124,699778744182;126,730754558633;123,37376974136;
9:56:33;300;0;18,6022735942626;66,7750057221332;97,8271152819104;97,2228580148012;91,7677576867323;94,9233234149691;93,4630350194552;95,9136339360647;91,5495536736095;92,2713054093233;132,521553368429;124,834058136873;128,056763561456;124,750133516442;126,546120393683;124,313725490196;126,428625925078;123,021286335546;
9:56:34;302;0;18,6022735942626;66,7917906462196;98,1795986877241;97,4746318760967;92,0027466239414;95,2925917448692;93,8155184252689;96,1989776455329;91,7509727626459;92,5398641947051;132,269779507134;124,682993820096;127,905699244678;124,632639047837;126,294346532387;124,162661173419;126,176852063783;122,803082322423;
9:56:35;302;0;18,5854886701762;66,7917906462196;98,4313725490196;97,7096208133059;92,2209506370642;95,5443656061646;94,0840772106508;96,433966582742;91,9356069275959;92,7077134355688;131,934081025406;124,498359655146;127,687495231556;124,448004882887;126,009002822919;123,978027008469;125,891508354314;122,500953688869;
9:56:36;301;0;18,6022735942626;66,7750057221332;98,7167162584878;97,9278248264286;92,4559395742733;95,8297093156329;94,3862058442054;96,7193102922103;92,0698863202869;92,9259174486915;131,665522240024;124,29694056611;127,486076142519;124,229800869764;125,723659113451;123,675898374914;125,656519417105;122,2156099794;
9:56:37;301;0;18,5854886701762;66,7917906462196;98,9684901197833;98,1460288395514;92,6573586633097;96,1318379491875;94,6379797055009;97,0382238498512;92,2713054093233;93,1273365377279;131,346608682383;124,11230640116;127,267872129397;124,045166704814;125,387960631724;123,424124513619;125,304036011292;121,930266269932;
9:56:38;301;0;18,619058518349;66,8085755703059;99,2034790569924;98,2970931563287;92,7748531319142;96,4003967345693;94,87296864271;97,1892881666285;92,3720149538415;93,2616159304189;131,111619745174;123,826962691691;126,999313344015;123,843747615778;125,001907377737;123,105210955978;125,069047074083;121,594567788205;
9:56:39;300;0;18,5854886701762;66,8253604943923;99,4888227664607;98,4985122453651;92,9762722209506;96,6857404440375;95,1750972762646;97,4074921797513;92,5398641947051;93,4462500953689;130,792706187533;123,608758678569;126,797894254978;123,642328526741;124,699778744182;122,870222018769;124,783703364614;121,326009002823;
9:56:40;301;0;18,5519188220035;66,7750057221332;99,7741664759289;98,6831464103151;93,1944762340734;96,937514305333;95,3597314412146;97,6760509651331;92,7412832837415;93,5133897917143;130,473792629892;123,407339589532;126,596475165942;123,474479285878;124,397650110628;122,668802929732;124,515144579232;121,023880369268;
9:56:41;301;0;18,6358434424353;66,858930342565;100,143434805829;98,9349202716106;93,4630350194552;97,3067826352331;95,7122148470283;98,0453192950332;92,9594872968643;93,7987335011826;130,222018768597;123,239490348669;126,462195773251;123,340199893187;124,11230640116;122,450598916609;124,29694056611;120,805676356146;
9:56:42;301;0;18,6022735942626;66,8085755703059;100,244144350347;99,1027695124743;93,6308842603189;97,4578469520104;95,9136339360647;98,263523308156;93,0098420691234;93,9330128938735;129,852750438697;123,088426031891;126,176852063783;123,088426031891;123,877317463951;122,114900434882;123,894102388037;120,537117570764;
9:56:43;301;0;18,619058518349;66,7750057221332;100,579842832074;99,3881132219425;93,9162279697871;97,8271152819104;96,2661173418784;98,6160067139696;93,2280460822461;94,184786755169;129,634546425574;122,937361715114;126,025787747005;122,903791866941;123,642328526741;121,863126573587;123,692683299001;120,318913557641;
9:56:44;301;0;18,619058518349;66,8253604943923;100,814831769284;99,5391775387198;94,0672922865644;98,0453192950332;96,4843213550011;98,817425803006;93,3455405508507;94,3358510719463;129,265278095674;122,635233081559;125,757228961624;122,668802929732;123,256275272755;121,644922560464;123,306630045014;119,983215075914;
9:56:45;301;0;18,619058518349;66,7917906462196;101,100175478752;99,7909514000153;94,2854962996872;98,3306630045014;96,7696650644694;99,0691996643015;93,5133897917143;94,50370031281;128,946364538033;122,433813992523;125,522240024414;122,467383840696;122,937361715114;121,309224078737;123,038071259632;119,681086442359;
9:56:46;302;0;18,6358434424353;66,7917906462196;101,38551918822;100,009155413138;94,50370031281;98,5992217898833;97,0550087739376;99,320973525597;93,681239032578;94,7219043259327;128,644235904479;122,2156099794;125,304036011292;122,265964751659;122,618448157473;121,074235141527;122,76951247425;119,412527656977;
9:56:47;301;0;18,6022735942626;66,7750057221332;101,721217669947;100,311284046693;94,8058289463645;98,951705195697;97,3907072556649;99,7070267795834;93,9497978179599;94,9568932631418;128,392462043183;122,081330586709;125,119401846342;122,131685358968;122,383459220264;120,906385900664;122,568093385214;119,177538719768;
9:56:48;301;0;18,5854886701762;66,7917906462196;101,972991531243;100,46234836347;94,9736781872282;99,2202639810788;97,6424811169604;99,9084458686198;94,0337224383917;95,0911726558328;128,006408789197;121,795986877241;124,834058136873;121,863126573587;121,997405966278;120,537117570764;122,198825055314;118,841840238041;
9:56:49;301;0;18,6022735942626;66,8085755703059;102,30869001297;100,747692072938;95,2422369726101;99,5895323109789;97,9781795986877;100,244144350347;94,2854962996872;95,3597314412146;127,754634927901;121,66170748455;124,682993820096;121,762417029068;121,762417029068;120,318913557641;121,963836118105;118,606851300832;
9:56:50;301;0;18,6358434424353;66,7582207980468;102,543678950179;100,898756389715;95,3261615930419;99,8077363241016;98,1963836118105;100,328068970779;94,3862058442054;95,4772259098192;127,519645990692;121,393148699168;124,380865186542;121,527428091859;121,426718547341;120,117494468605;121,712062256809;118,254367895018;
9:56:51;301;0;18,6022735942626;66,7917906462196;102,812237735561;101,133745326925;95,5443656061646;100,076295109483;98,4817273212787;100,64698252842;94,5876249332418;95,6954299229419;127,217517357137;121,174944686046;124,162661173419;121,342793926909;121,1078049897;119,798580910964;121,426718547341;117,96902418555;
9:56:52;300;0;18,619058518349;66,7750057221332;103,114366369116;101,301594567788;95,7793545433738;100,378423743038;98,6495765621424;100,932326237888;94,7554741741054;95,8297093156329;126,898603799496;120,973525597009;123,978027008469;121,141374837873;120,805676356146;119,580376897841;121,158159761959;117,666895551995;
9:56:53;299;0;18,5687037460899;66,7414358739605;103,466849774929;101,603723201343;96,064698252842;100,730907148852;99,0020599679561;101,234454871443;94,9904631113146;96,0814831769284;126,680399786374;120,788891432059;123,810177767605;120,990310521096;120,537117570764;119,345387960632;120,92317082475;117,482261387045;
9:56:54;301;0;18,5687037460899;66,7582207980468;103,60112916762;101,75478751812;96,2157625696193;100,865186541543;99,2370489051652;101,452658884565;95,0743877317464;96,1989776455329;126,277561608301;120,604257267109;123,541618982223;120,7385366598;120,285343709468;119,026474402991;120,604257267109;117,23048752575;
9:56:55;301;0;18,619058518349;66,7750057221332;103,953612573434;102,056916151675;96,5011062790875;101,217669947356;99,5895323109789;101,721217669947;95,2758068207828;96,4675364309148;126,042572671092;120,453192950332;123,37376974136;120,587472343023;120,067139696345;118,908979934386;120,3692683299;116,99549858854;
9:56:56;301;0;18,619058518349;66,7750057221332;104,20538643473;102,291905088884;96,7025253681239;101,503013656825;99,8748760204471;102,040131227588;95,4772259098192;96,6857404440375;125,723659113451;120,251773861295;123,155565728237;120,419623102159;119,748226138705;118,640421149004;120,083924620432;116,693369954986;
9:56:57;299;0;18,6526283665217;66,7582207980468;104,440375371939;102,459754329747;96,8871595330739;101,738002594034;100,076295109483;102,258335240711;95,5779354543374;96,8368047608148;125,387960631724;119,983215075914;122,853437094682;120,117494468605;119,395742732891;118,33829251545;119,748226138705;116,340886549172;
9:56:58;302;0;18,6358434424353;66,8085755703059;104,742504005493;102,67795834287;97,1389333943694;102,040131227588;100,361638818952;102,594033722438;95,7625696192874;97,0550087739376;125,102616922255;119,731441214618;122,635233081559;119,916075379568;119,07682917525;118,036163881895;119,462882429236;116,105897611963;
9:56:59;299;0;18,619058518349;66,8085755703059;105,027847714961;102,929732204166;97,3571374074922;102,342259861143;100,630197604334;102,86259250782;95,9472037842374;97,2396429388876;124,766918440528;119,513237201495;122,40024414435;119,697871366445;118,774700541695;117,750820172427;119,127183947509;115,803768978408;
9:57:0;301;0;18,6358434424353;66,8085755703059;105,346761272602;103,147936217288;97,5585564965286;102,644388494697;100,932326237888;103,097581445029;96,1318379491875;97,441062027924;124,464789806973;119,295033188373;122,165255207141;119,496452277409;118,455786984054;117,566186007477;118,858625162127;115,535210193027;
9:57:1;301;0;18,619058518349;66,7917906462196;105,598535133898;103,382925154498;97,7935454337377;102,896162355993;101,20088502327;103,349355306325;96,3164721141375;97,625696192874;124,145876249332;119,093614099336;121,930266269932;119,311818112459;118,170443274586;117,247272449836;118,606851300832;115,249866483558;
9:57:2;300;0;18,619058518349;66,8253604943923;105,900663767453;103,634699015793;97,944609750515;103,181506065461;101,486228732738;103,533989471275;96,4843213550011;97,8103303578241;123,92767223621;118,8921950103;121,695277332723;119,177538719768;117,885099565118;117,012283512627;118,439002059968;114,96452277409;
9:57:3;299;0;18,6526283665217;66,8085755703059;106,186007476921;103,852903028916;98,1963836118105;103,500419623102;101,788357366293;103,836118104829;96,6689555199512;98,0453192950332;123,642328526741;118,673990997177;121,4770733196;118,976119630732;117,582970931563;116,743724727245;118,136873426413;114,695963988708;
9:57:4;299;0;18,619058518349;66,8085755703059;106,471351186389;104,003967345693;98,3978027008469;103,768978408484;101,956206607156;104,071107042039;96,8535896849012;98,1795986877241;123,340199893187;118,472571908141;121,342793926909;118,757915617609;117,297627222095;116,609445334554;117,834744792859;114,41062027924;
9:57:5;301;0;18,6022735942626;66,7917906462196;106,756694895857;104,222171358816;98,6160067139696;104,071107042039;102,241550316625;104,322880903334;97,0382238498512;98,3810177767605;123,054856183719;118,254367895018;121,1078049897;118,556496528573;116,99549858854;116,357671473259;117,582970931563;114,125276569772;
9:57:6;301;0;18,6022735942626;66,7917906462196;106,958113984894;104,457160296025;98,817425803006;104,238956282902;102,526894026093;104,608224612802;97,1725032425421;98,5656519417105;122,719157701991;118,103303578241;120,872816052491;118,371862363622;116,777294575418;116,105897611963;117,297627222095;113,957427328908;
9:57:7;301;0;18,619058518349;66,8085755703059;107,243457694362;104,725719081407;99,0524147402152;104,52429999237;102,795452811475;104,843213550011;97,3571374074922;98,7670710307469;122,450598916609;117,885099565118;120,621042191196;118,1536583505;116,491950865949;115,820553902495;117,0458533608;113,67208361944;
9:57:8;301;0;18,6022735942626;66,7750057221332;107,512016479744;104,927138170443;99,2874036774243;104,843213550011;103,080796520943;105,12855725948;97,5417715724422;98,9684901197833;122,131685358968;117,666895551995;120,402838178073;117,96902418555;116,189822232395;115,535210193027;116,760509651331;113,403524834058;
9:57:9;301;0;18,619058518349;66,8085755703059;107,797360189212;105,162127107652;99,5223926146334;105,111772335393;103,366140230411;105,430685893034;97,7096208133059;99,1699092088197;121,829556725414;117,465476462959;120,167849240864;117,750820172427;115,921263447013;115,249866483558;116,475165941863;113,11818112459;
9:57:10;300;0;18,6694132906081;66,8085755703059;108,08270389868;105,380331120775;99,7238117036698;105,413900968948;103,651483939879;105,665674830243;97,8774700541695;99,4048981460288;121,527428091859;117,247272449836;119,966430151827;117,549401083391;115,619134813458;115,048447394522;116,173037308309;112,832837415122;
9:57:11;301;0;18,619058518349;66,8253604943923;108,368047608148;105,632104982071;99,9420157167926;105,648889906157;103,903257801175;105,900663767453;98,0788891432059;99,5727473868925;121,242084382391;117,0458533608;119,731441214618;117,331197070268;115,350576028077;114,830243381399;115,904478522927;112,56427862974;
