Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:18:0;301;0;16,5880827038987;67,177843900206;193,400473029679;184,672312504768;173,846036469062;185,998321507591;182,809185931182;183,2791638056;162,113374532692;169,549095902953;160,300602731365;152,025635156786;157,917143511101;151,136034180209;151,337453269245;149,172198062104;151,404592965591;145,781643396658;
9:18:1;301;0;16,5209430075532;67,2114137483787;193,568322270542;184,739452201114;173,896391241321;186,132600900282;182,893110551614;183,430228122377;162,163729304952;169,649805447471;159,81383993286;151,673151750973;157,547875181201;150,817120622568;150,850690470741;148,752574959945;150,951400015259;145,328450446326;
9:18:2;301;0;16,5377279316396;67,1946288242924;193,71938658732;184,806591897459;173,963530937667;186,250095368887;182,960250247959;183,581292439155;162,230869001297;169,733730067903;159,293507286183;151,320668345159;157,329671168078;150,481422140841;150,397497520409;148,534370946822;150,498207064927;144,858472571908;
9:18:3;299;0;16,604867627985;67,1946288242924;193,90402075227;184,924086366064;174,047455558099;186,367589837491;183,09452964065;183,782711528191;162,281223773556;169,817654688334;158,823529411765;150,968184939345;156,926832990005;150,1625085832;149,893949797818;148,014038300145;150,095368886854;144,405279621576;
9:18:4;301;0;16,5377279316396;67,2449835965515;193,971160448615;184,957656214237;174,081025406271;186,384374761578;183,144884412909;183,866636148623;162,331578545815;169,851224536507;158,219272144656;150,649271381704;156,473640039673;149,776455329213;149,474326695659;147,594415197986;149,541466392004;144,086366063935;
9:18:5;301;0;16,5880827038987;67,2281986724651;194,222934309911;185,142290379187;174,265659571221;186,569008926528;183,346303501946;184,101625085832;162,465857938506;170,002288853285;157,766079194324;150,363927672236;156,137941557946;149,524681467918;149,071488517586;147,191577019913;149,172198062104;143,683527885863;
9:18:6;301;0;16,5377279316396;67,177843900206;194,390783550774;185,242999923705;174,349584191653;186,686503395132;183,480582894636;184,235904478523;162,549782558938;170,086213473716;157,22896162356;150,028229190509;155,75188830396;149,205767910277;148,601510643168;146,78873884184;148,702220187686;143,230334935531;
9:18:7;300;0;16,5377279316396;67,177843900206;194,575417715724;185,377279316396;174,433508812085;186,753643091478;183,564507515068;184,286259250782;162,583352407111;170,119783321889;156,67505912871;149,642175936522;155,332265201801;148,802929732204;148,097962920577;146,268406195163;148,198672465095;142,710002288853;
9:18:8;302;0;16,5545128557259;67,1274891279469;194,82719157702;185,545128557259;174,584573128862;186,971847104601;183,782711528191;184,554818036164;162,717631799802;170,337987335012;156,272220950637;149,356832227054;155,030136568246;148,551155870909;147,695124742504;145,999847409781;147,862973983368;142,323949034867;
9:18:9;300;0;16,5041580834669;67,177843900206;194,944686045624;185,629053177691;174,584573128862;187,038986800946;183,866636148623;184,705882352941;162,751201647974;170,405127031357;155,701533531701;148,920424200809;154,593728542;148,148317692836;147,15800717174;145,479514763104;147,325856412604;141,820401312276;
9:18:10;301;0;16,5545128557259;67,1442740520333;195,19645990692;185,830472266728;174,785992217899;187,290760662242;184,084840161746;184,991226062409;162,919050888838;170,606546120394;155,298695353628;148,635080491341;154,291599908446;147,879758907454;146,755168993667;145,143816281376;147,006942854963;141,434348058289;
9:18:11;301;0;16,5377279316396;67,1610589761196;195,347524223697;185,847257190814;174,836346990158;187,357900358587;184,151979858091;185,142290379187;162,969405661097;170,640115968566;154,761577782864;148,198672465095;153,8551918822;147,510490577554;146,201266498817;144,640268558785;146,436255436027;140,947585259785;
9:18:12;300;0;16,5377279316396;67,1274891279469;195,56572823682;186,065461203937;175,037766079194;187,57610437171;184,3869687953;185,209430075532;163,154039826047;170,791180285344;154,442664225223;147,913328755627;153,502708476387;147,376211184863;145,764858472572;144,170290684367;146,268406195163;140,578316929885;
9:18:13;302;0;16,604867627985;67,1442740520333;195,733577477684;186,149385824369;175,054551003281;187,676813916228;184,521248187991;185,477988860914;163,170824750134;170,858319981689;153,922331578546;147,493705653468;153,066300450141;146,990157930877;145,244525825895;143,868162050813;145,798428320745;140,074769207294;
9:18:14;300;0;16,5712977798123;67,1274891279469;195,901426718547;186,300450141146;175,155260547799;187,827878233005;184,689097428855;185,612268253605;163,321889066911;171,009384298466;153,418783855955;147,191577019913;152,831311512932;146,671244373236;144,808117799649;143,633173113603;145,328450446326;139,621576256962;
9:18:15;302;0;16,5880827038987;67,1610589761196;196,102845807584;186,434729533837;175,306324864576;188,012512397955;184,856946669718;185,847257190814;163,422598611429;171,143663691157;152,965590905623;146,855878538186;152,462043183032;146,335545891508;144,38849469749;143,079270618753;144,908827344167;139,185168230716;
9:18:16;301;0;16,5880827038987;67,0939192797742;196,321049820706;186,602578774701;175,457389181353;188,213931486992;185,008010986496;186,082246128023;163,472953383688;171,277943083848;152,478828107118;146,587319752804;152,092774853132;146,016632333867;144,052796215763;142,760357061112;144,422064545663;138,916609445335;
9:18:17;301;0;16,5209430075532;67,1442740520333;196,539253833829;186,753643091478;175,608453498131;188,398565651942;185,192645151446;186,300450141146;163,624017700465;171,462577248798;151,841000991836;146,251621271077;151,689936675059;145,68093385214;143,599603265431;142,323949034867;144,01922636759;138,496986343175;
9:18:18;300;0;16,5545128557259;67,1107042038605;196,757457846952;186,887922484169;175,742732890822;188,549629968719;185,394064240482;186,518654154269;163,74151216907;171,630426489662;151,354238193332;145,882352941176;151,320668345159;145,362020294499;143,112840466926;141,98825055314;143,616388189517;138,094148165103;
9:18:19;301;0;16,5545128557259;67,1274891279469;196,992446784161;187,072556649119;175,860227359426;188,717479209583;185,578698405432;186,669718471046;163,892576485847;171,73113603418;150,901045243;145,546654459449;150,934615091173;145,059891660945;142,693217364767;141,551842526894;143,230334935531;137,640955214771;
9:18:20;301;0;16,5545128557259;67,0939192797742;197,294575417716;187,307545586328;176,011291676204;188,952468146792;185,847257190814;186,871137560082;164,077210650797;171,966124971389;150,598916609445;145,278095674067;150,632486457618;144,824902723735;142,323949034867;141,232928969253;142,861066605631;137,271686884871;
9:18:21;301;0;16,5377279316396;67,1107042038605;197,512779430838;187,492179751278;176,162355992981;189,170672159915;186,031891355764;187,089341573205;164,228274967575;172,10040436408;150,145723659113;144,959182116426;150,263218127718;144,522774090181;141,904325932708;140,83009079118;142,424658579385;136,835278858625;
9:18:22;301;0;16,4873731593805;67,0939192797742;197,747768368048;187,57610437171;176,313420309758;189,388876173037;186,149385824369;187,290760662242;164,345769436179;172,234683756771;149,709315632868;144,489204242008;149,910734721904;144,170290684367;141,451132982376;140,444037537194;142,038605325399;136,415655756466;
9:18:23;301;0;16,5041580834669;67,0771343556878;197,932402532998;187,743953612573;176,464484626535;189,590295262074;186,367589837491;187,508964675364;164,496833752956;172,419317921721;149,23933775845;144,170290684367;149,575036240177;143,868162050813;140,997940032044;140,09155413138;141,602197299153;136,012817578393;
9:18:24;301;0;16,5041580834669;67,1274891279469;198,117036697948;187,928587777523;176,598764019226;189,691004806592;186,552224002441;187,710383764401;164,547188525216;172,587167162585;148,786144808118;143,935301747158;149,188982986191;143,549248493172;140,527962157626;139,655146105135;141,350423437858;135,593194476234;
9:18:25;300;0;16,5377279316396;67,0939192797742;198,301670862898;188,029297322042;176,699473563745;189,808499275196;186,703288319219;187,928587777523;164,647898069734;172,687876707103;148,282597085527;143,515678644999;148,752574959945;143,163195239185;140,007629510948;139,319447623407;140,83009079118;135,106431677729;
9:18:26;301;0;16,5712977798123;67,1274891279469;198,51987487602;188,230716411078;176,884107728695;190,043488212406;186,887922484169;188,13000686656;164,815747310597;172,83894102388;147,795834287022;143,179980163272;148,366521705959;142,861066605631;139,588006408789;138,933394369421;140,444037537194;134,703593499657;
9:18:27;300;0;16,5209430075532;67,1442740520333;198,805218585489;188,415350576028;177,035172045472;190,244907301442;187,089341573205;188,331425955596;164,933241779202;173,006790264744;147,359426260777;142,827496757458;147,997253376059;142,54215304799;139,151598382544;138,413061722744;139,890135042344;134,435034714275;
9:18:28;301;0;16,5209430075532;67,0435645075151;199,006637674525;188,599984740978;177,169451438163;190,446326390478;187,324330510414;188,516060120546;165,084306095979;173,157854581521;146,889448386358;142,508583199817;147,627985046159;142,256809338521;138,731975280385;138,06057831693;139,487296864271;134,015411612116;
9:18:29;299;0;16,6216525520714;67,1107042038605;199,258411535821;188,784618905928;177,303730830854;190,630960555428;187,525749599451;188,68390936141;165,235370412757;173,342488746471;146,41947051194;142,206454566262;147,275501640345;141,954680704967;138,345922026398;137,657740138857;139,084458686198;133,612573434043;
9:18:30;301;0;16,5377279316396;67,0939192797742;199,49340047303;188,969253070878;177,471580071717;190,815594720378;187,743953612573;188,918898298619;165,369649805447;173,527122911421;145,966277561608;141,887541008621;146,923018234531;141,635767147326;137,926298924239;137,305256733043;138,715190356298;133,243305104143;
9:18:31;299;0;16,5377279316396;67,0939192797742;199,728389410239;189,170672159915;177,672999160754;191,08415350576;187,928587777523;189,204242008087;165,520714122225;173,728542000458;145,546654459449;141,551842526894;146,553749904631;141,316853589685;137,489890897993;136,868848706798;138,329137102312;132,672617685206;
9:18:32;301;0;16,5712977798123;67,0435645075151;200,013733119707;189,338521400778;177,773708705272;191,302357518883;188,146791790646;189,338521400778;165,671778439002;173,913176165408;145,278095674067;141,182574196994;146,218051422904;141,081864652476;137,036697947662;136,566720073243;137,993438620584;132,303349355306;
9:18:33;299;0;16,4705882352941;67,0939192797742;200,248722056916;189,539940489815;177,924773022049;191,503776607919;188,348210879683;189,556725413901;165,806057831693;174,081025406271;144,808117799649;140,846875715267;145,848783093004;140,796520943008;136,617074845502;136,147096971084;137,624170290684;131,883726253147;
9:18:34;299;0;16,4873731593805;67,0435645075151;200,517280842298;189,691004806592;178,092622262913;191,688410772869;188,516060120546;189,758144502937;165,990691996643;174,164950026703;144,38849469749;140,494392309453;145,580224307622;140,494392309453;136,197451743343;135,861753261616;137,254901960784;131,531242847333;
9:18:35;301;0;16,5209430075532;67,0603494316014;200,819409475853;189,925993743801;178,327611200122;191,940184634165;188,818188754101;190,077058060578;166,225680933852;174,433508812085;143,968871595331;140,225833524071;145,294880598154;140,259403372244;135,828183413443;135,593194476234;136,919203479057;131,195544365606;
9:18:36;299;0;16,5041580834669;67,0771343556878;200,953688868544;190,127412832837;178,545815213245;192,124818799115;189,002822919051;190,295262073701;166,292820630198;174,618142977035;143,532463569085;140,041199359121;144,925612268254;139,940489814603;135,593194476234;135,207141222248;136,533150225071;130,910200656138;
9:18:37;301;0;16,5041580834669;67,0603494316014;201,15510795758;190,261692225528;178,629739833677;192,259098191806;189,170672159915;190,429541466392;166,393530174716;174,702067597467;143,062485694667;139,638361181048;144,522774090181;139,571221484703;135,106431677729;134,804303044175;136,046387426566;130,473792629892;
9:18:38;299;0;16,4705882352941;67,0771343556878;201,390096894789;190,446326390478;178,780804150454;192,443732356756;189,372091248951;190,630960555428;166,527809567407;174,886701762417;142,626077668421;139,319447623407;144,187075608454;139,269092851148;134,703593499657;134,485389486534;135,643549248493;130,087739375906;
9:18:39;301;0;16,5209430075532;67,0603494316014;201,641870756085;190,630960555428;178,965438315404;192,661936369879;189,573510337987;190,89951934081;166,678873884184;175,10490577554;142,223239490349;139,000534065766;143,83459220264;138,966964217594;134,283970397498;134,099336232548;135,274280918593;129,70168612192;
9:18:40;301;0;16,5209430075532;67,0771343556878;201,876859693294;190,815594720378;179,133287556268;192,846570534829;189,758144502937;191,100938429847;166,846723125048;175,272755016403;141,770046540017;138,664835584039;143,482108796826;138,681620508125;133,864347295338;133,730067902647;134,854657816434;129,315632867933;
9:18:41;301;0;16,5209430075532;67,0771343556878;202,095063706416;191,000228885328;179,368276493477;193,064774547951;189,942778667887;191,319142442969;166,964217593652;175,423819333181;141,38399328603;138,345922026398;143,09605554284;138,362706950484;133,461509117266;133,260090028229;134,50217441062;128,929579613947;
9:18:42;301;0;16,5209430075532;67,0771343556878;202,330052643626;191,168078126192;179,502555886168;193,232623788815;190,127412832837;191,503776607919;167,11528191043;175,591668574044;140,930800335698;137,993438620584;142,760357061112;138,077363241016;133,058670939193;132,991531242847;134,099336232548;128,593881132219;
9:18:43;301;0;16,5545128557259;67,0603494316014;202,514686808576;191,335927367056;179,636835278859;193,383688105592;190,312046997787;191,621271076524;167,232776379034;175,725947966735;140,494392309453;137,69130998703;142,424658579385;137,775234607462;132,672617685206;132,555123216602;133,713282978561;128,191042954147;
9:18:44;299;0;16,5209430075532;67,0435645075151;202,716105897612;191,486991683833;179,737544823377;193,551537346456;190,496681162737;191,772335393301;167,333485923552;175,893797207599;140,242618448157;137,372396429389;142,072175173571;137,557030594339;132,269779507134;132,252994583047;133,545433737697;127,80498970016;
9:18:45;301;0;16,5377279316396;67,0771343556878;202,883955138476;191,63805600061;179,90539406424;193,702601663233;190,647745479515;191,956969558251;167,48455024033;176,044861524376;139,789425497826;137,070267795834;141,719691767758;137,271686884871;131,883726253147;131,91729610132;133,092240787366;127,43572137026;
9:18:46;301;0;16,5209430075532;67,0939192797742;203,068589303426;191,738765545129;180,090028229191;193,887235828183;190,731670099947;192,141603723201;167,585259784848;176,162355992981;139,420157167926;136,76813916228;141,501487754635;136,969558251316;131,480888075074;131,648737315938;132,722972457465;127,06645304036;
9:18:47;299;0;16,5209430075532;67,1274891279469;203,236438544289;191,856260013733;180,190737773709;194,038300144961;190,865949492638;192,225528343633;167,685969329366;176,279850461585;139,000534065766;136,415655756466;141,132219424735;136,667429617762;131,078049897002;131,313038834211;132,320134279393;126,713969634546;
9:18:48;301;0;16,5377279316396;67,0939192797742;203,37071793698;192,00732433051;180,274662394141;194,071869993133;191,017013809415;192,292668039979;167,769893949798;176,39734493019;138,580910963607;136,197451743343;140,779736018921;136,382085908293;130,826276035706;130,977340352483;131,984435797665;126,478980697337;
9:18:49;299;0;16,5712977798123;67,1107042038605;203,588921950103;192,19195849546;180,476081483177;194,256504158083;191,235217822538;192,477302204929;167,904173342489;176,615548943313;138,24521248188;135,945677882048;140,511177233539;136,163881895171;130,507362478065;130,691996643015;131,699092088197;126,176852063783;
9:18:50;301;0;16,5545128557259;67,1107042038605;203,622491798276;192,24231326772;180,560006103609;194,306858930343;191,252002746624;192,578011749447;167,954528114748;176,682688639658;137,758449683375;135,60997940032;140,09155413138;135,828183413443;130,087739375906;130,289158464942;131,279468986038;125,723659113451;
9:18:51;299;0;16,5545128557259;67,0771343556878;203,756771190967;192,343022812238;180,6942854963;194,441138323033;191,352712291142;192,695506218051;168,03845273518;176,800183108263;137,372396429389;135,291065842679;139,755855649653;135,509269855802;129,684901197833;129,919890135042;130,926985580224;125,371175707637;
9:18:52;301;0;16,5712977798123;67,0939192797742;203,857480735485;192,443732356756;180,811779964904;194,541847867552;191,45342183566;192,79621576257;168,122377355612;176,934462500954;136,969558251316;134,955367360952;139,436942092012;135,223926146334;129,298847943847;129,51705195697;130,524147402152;125,018692301823;
9:18:53;301;0;16,5712977798123;67,1442740520333;203,991760128176;192,527656977188;180,895704585336;194,608987563897;191,537346456092;192,846570534829;168,189517051957;177,001602197299;136,58350499733;134,636453803311;139,101243610285;134,921797512779;128,91279468986;129,265278095674;130,154879072251;124,682993820096;
9:18:54;301;0;16,604867627985;67,0939192797742;204,075684748608;192,61158159762;180,946059357595;194,64255741207;191,63805600061;192,913710231174;168,256656748302;177,119096665904;136,163881895171;134,300755321584;138,782330052644;134,636453803311;128,526741435874;128,929579613947;129,785610742351;124,313725490196;
9:18:55;301;0;16,6216525520714;67,1274891279469;204,159609369039;192,729076066224;181,029983978027;194,692912184329;191,705195696956;192,947280079347;168,357366292821;177,186236362249;135,79461356527;134,032196536202;138,413061722744;134,334325169757;128,157473105974;128,577096208133;129,46669718471;123,944457160296;
9:18:56;299;0;16,5880827038987;67,1274891279469;204,209964141299;192,712291142138;181,080338750286;194,726482032502;191,705195696956;192,98084992752;168,340581368734;177,219806210422;135,442130159457;133,646143282216;138,010223544671;134,116121156634;127,704280155642;128,157473105974;129,164568551156;123,541618982223;
9:18:57;301;0;16,604867627985;67,1107042038605;204,310673685817;192,863355458915;181,197833218891;194,860761425193;191,805905241474;193,064774547951;168,474860761425;177,354085603113;135,106431677729;133,411154345006;137,741664759289;133,881132219425;127,402151522087;127,888914320592;128,862439917601;123,256275272755;
9:18:58;299;0;16,5712977798123;67,1610589761196;204,394598306249;192,880140383001;181,281757839322;194,911116197452;191,839475089647;193,047989623865;168,508430609598;177,387655451286;134,737163347829;133,125810635538;137,540245670253;133,57900358587;127,06645304036;127,721065079728;128,493171587701;122,920576791028;
9:18:59;301;0;16,604867627985;67,1107042038605;204,411383230335;192,930495155261;181,298542763409;194,911116197452;191,889829861906;193,131914244297;168,575570305943;177,50514991989;134,334325169757;132,823682001984;137,204547188525;133,310444800488;126,69718471046;127,385366598001;128,157473105974;122,568093385214;
9:19:0;301;0;16,6216525520714;67,1442740520333;204,444953078508;192,98084992752;181,399252307927;194,927901121538;191,906614785992;193,199053940642;168,59235523003;177,555504692149;133,94827191577;132,605477988861;136,868848706798;133,02510109102;126,428625925078;127,032883192187;127,80498970016;122,333104448005;
9:19:1;301;0;16,5545128557259;67,1946288242924;204,444953078508;192,964065003433;181,4328221561;194,894331273365;191,873044937819;193,199053940642;168,575570305943;177,538719768063;133,528648813611;132,219424734875;136,466010528725;132,672617685206;126,009002822919;126,630045014115;127,385366598001;121,947051194018;
9:19:2;301;0;16,5880827038987;67,1946288242924;204,512092774853;193,081559472038;181,550316624704;194,995040817884;191,940184634165;193,249408712901;168,693064774548;177,639429312581;133,20973525597;132,001220721752;136,197451743343;132,454413672084;125,723659113451;126,361486228733;127,100022888533;121,678492408637;
9:19:3;301;0;16,604867627985;67,177843900206;204,562447547112;193,098344396124;181,567101548791;194,995040817884;191,973754482338;193,215838864729;168,709849698634;177,672999160754;132,823682001984;131,682307164111;135,861753261616;132,169069962615;125,354390783551;126,025787747005;126,781109330892;121,342793926909;
9:19:4;301;0;16,5880827038987;67,1442740520333;204,562447547112;193,115129320211;181,567101548791;194,944686045624;192,00732433051;193,199053940642;168,743419546807;177,723353933013;132,404058899825;131,396963454643;135,559624628061;131,900511177234;125,018692301823;125,757228961624;126,428625925078;121,007095445182;
9:19:5;302;0;16,5880827038987;67,1442740520333;204,562447547112;193,148699168383;181,583886472877;194,944686045624;191,973754482338;193,148699168383;168,760204470893;177,773708705272;132,051575494011;131,128404669261;135,223926146334;131,615167467765;124,682993820096;125,421530479896;126,109712367437;120,637827115282;
9:19:6;299;0;16,6216525520714;67,1610589761196;204,579232471199;193,16548409247;181,634241245136;194,961470969711;191,973754482338;193,215838864729;168,793774319066;177,824063477531;131,682307164111;130,826276035706;134,905012588693;131,329823758297;124,29694056611;125,119401846342;125,790798809796;120,318913557641;
9:19:7;301;0;16,6216525520714;67,177843900206;204,495307850767;193,115129320211;181,651026169223;194,894331273365;191,873044937819;193,199053940642;168,743419546807;177,773708705272;131,245899137865;130,457007705806;134,50217441062;130,977340352483;123,877317463951;124,716563668269;125,371175707637;119,932860303655;
9:19:8;301;0;16,6384374761578;67,1946288242924;204,596017395285;193,16548409247;181,701380941482;194,927901121538;191,923399710079;193,148699168383;168,810559243153;177,87441824979;131,078049897002;130,205233844511;134,267185473411;130,876630807965;123,55840390631;124,364080262455;125,203326466773;119,697871366445;
9:19:9;301;0;16,6384374761578;67,1946288242924;204,545662623026;193,182269016556;181,684596017395;194,894331273365;191,889829861906;193,131914244297;168,844129091325;177,857633325704;130,675211718929;129,903105210956;133,931486991684;130,608072022583;123,239490348669;124,145876249332;124,884412909133;119,378957808804;
9:19:10;301;0;16,6216525520714;67,2114137483787;204,545662623026;193,16548409247;181,718165865568;194,82719157702;191,889829861906;193,115129320211;168,860914015412;177,891203173877;130,322728313115;129,617761501488;133,730067902647;130,339513237201;122,887006942855;123,910887312123;124,565499351492;119,043259327077;
9:19:11;300;0;16,6384374761578;67,177843900206;204,495307850767;193,16548409247;181,768520637827;194,793621728847;191,856260013733;193,148699168383;168,860914015412;177,924773022049;129,953459983215;129,33241779202;133,411154345006;130,054169527733;122,551308461128;123,591973754482;124,229800869764;118,724345769436;
9:19:12;301;0;16,6216525520714;67,1610589761196;204,461738002594;193,16548409247;181,785305561913;194,793621728847;191,789120317388;193,115129320211;168,860914015412;177,907988097963;129,584191653315;129,14778362707;133,109025711452;129,768825818265;122,349889372091;123,239490348669;123,843747615778;118,489356832227;
9:19:13;300;0;16,5545128557259;67,1442740520333;204,461738002594;193,131914244297;181,751735713741;194,760051880674;191,772335393301;193,047989623865;168,860914015412;177,907988097963;129,248493171588;128,845654993515;132,806897077897;129,483482108797;121,980621042191;122,987716487373;123,524834058137;118,187228198672;
9:19:14;302;0;16,5880827038987;67,1610589761196;204,411383230335;193,131914244297;181,718165865568;194,659342336156;191,721980621042;192,964065003433;168,860914015412;177,907988097963;128,862439917601;128,54352635996;132,47119859617;129,214923323415;121,644922560464;122,668802929732;123,18913557641;117,885099565118;
9:19:15;302;0;16,604867627985;67,1946288242924;204,361028458076;193,098344396124;181,718165865568;194,608987563897;191,671625848783;192,947280079347;168,860914015412;177,891203173877;128,526741435874;128,258182650492;132,135500114443;128,946364538033;121,326009002823;122,40024414435;122,903791866941;117,566186007477;
9:19:16;301;0;16,6384374761578;67,1946288242924;204,310673685817;193,081559472038;181,701380941482;194,575417715724;191,604486152438;192,913710231174;168,877698939498;177,891203173877;128,157473105974;127,98962386511;131,816586556802;128,677805752651;120,973525597009;122,014190890364;122,568093385214;117,247272449836;
9:19:17;301;0;16,6216525520714;67,1610589761196;204,260318913558;193,047989623865;181,734950789654;194,525062943465;191,554131380179;192,863355458915;168,844129091325;177,87441824979;127,821774624247;127,704280155642;131,497672999161;128,409246967269;120,637827115282;121,779201953155;122,282749675746;116,945143816281;
9:19:18;301;0;16,6216525520714;67,1610589761196;204,126039520867;192,947280079347;181,634241245136;194,407568474861;191,419851987488;192,729076066224;168,760204470893;177,807278553445;127,402151522087;127,351796749828;131,145189593347;128,090333409628;120,251773861295;121,359578850996;121,879911497673;116,575875486381;
9:19:19;302;0;16,604867627985;67,2114137483787;204,10925459678;192,98084992752;181,667811093309;194,357213702602;191,419851987488;192,695506218051;168,810559243153;177,840848401617;127,100022888533;127,150377660792;130,910200656138;127,905699244678;120,016784924086;121,158159761959;121,712062256809;116,324101625086;
9:19:20;301;0;16,604867627985;67,177843900206;203,991760128176;192,863355458915;181,583886472877;194,222934309911;191,285572594797;192,645151445792;168,726634622721;177,756923781186;126,865033951324;126,814679179065;130,540932326238;127,637140459297;119,6307316701;120,805676356146;121,359578850996;115,971618219272;
9:19:21;302;0;16,5712977798123;67,1946288242924;203,907835507744;192,846570534829;181,550316624704;194,122224765393;191,218432898451;192,578011749447;168,709849698634;177,740138857099;126,478980697337;126,546120393683;130,339513237201;127,385366598001;119,295033188373;120,587472343023;121,007095445182;115,652704661631;
9:19:22;299;0;16,5880827038987;67,1442740520333;203,907835507744;192,880140383001;181,634241245136;194,139009689479;191,201647974365;192,578011749447;168,760204470893;177,773708705272;126,227206836042;126,294346532387;130,087739375906;127,183947508965;119,009689478904;120,302128633555;120,805676356146;115,434500648508;
9:19:23;301;0;16,5712977798123;67,2114137483787;203,790341039139;192,745860990311;181,499961852445;194,021515220874;191,067368581674;192,410162508583;168,676279850462;177,68978408484;125,807583733883;126,059357595178;129,718471046006;126,865033951324;118,757915617609;120,033569848173;120,386053253986;115,182726787213;
9:19:24;299;0;16,5880827038987;67,1946288242924;203,756771190967;192,779430838483;181,483176928359;193,971160448615;191,050583657588;192,326237888151;168,726634622721;177,706569008927;125,522240024414;125,857938506142;129,483482108797;126,663614862287;118,506141756313;119,781795986877;120,151064316777;114,930952925917;
9:19:25;302;0;16,5880827038987;67,1946288242924;203,605706874189;192,628366521706;181,399252307927;193,820096131838;190,916304264897;192,225528343633;168,609140154116;177,622644388495;125,136186770428;125,522240024414;129,130998702983;126,344701304646;118,136873426413;119,44609750515;119,81536583505;114,578469520104;
9:19:26;299;0;16,6216525520714;67,177843900206;203,572137026017;192,661936369879;181,4328221561;193,786526283665;190,849164568551;192,24231326772;168,659494926375;177,656214236667;124,867627985046;125,320820935378;128,879224841688;126,160067139696;117,868314641032;119,244678416114;119,546807049668;114,326695658808;
9:19:27;304;0;16,5545128557259;67,177843900206;203,488212405585;192,594796673533;181,416037232013;193,71938658732;190,748455024033;192,175173571374;168,625925078202;177,622644388495;124,565499351492;125,03547722591;128,577096208133;125,874723430228;117,549401083391;118,875410086213;119,278248264286;114,058136873426;
9:19:28;300;0;16,5712977798123;67,177843900206;203,337148088808;192,460517280842;181,298542763409;193,551537346456;190,597390707256;192,05767910277;168,525215533684;177,50514991989;124,129091325246;124,682993820096;128,224612802319;125,572594796674;117,163347829404;118,573281452659;118,858625162127;113,722438391699;
9:19:29;299;0;16,6384374761578;67,2114137483787;203,303578240635;192,477302204929;181,298542763409;193,501182574197;190,563820859083;191,990539406424;168,558785381857;177,50514991989;123,860532539864;124,464789806973;127,98962386511;125,371175707637;116,928358892195;118,321507591363;118,623636224918;113,504234378576;
9:19:30;301;0;16,6384374761578;67,1946288242924;203,18608377203;192,410162508583;181,214618142977;193,383688105592;190,463111314565;191,856260013733;168,508430609598;177,454795147631;123,524834058137;124,196231021592;127,687495231556;125,136186770428;116,609445334554;118,103303578241;118,321507591363;113,202105745022;
9:19:31;301;0;16,6216525520714;67,177843900206;203,018234531167;192,292668039979;181,130693522545;193,199053940642;190,295262073701;191,772335393301;168,441290913252;177,337300679026;123,239490348669;123,877317463951;127,335011825742;124,917982757305;116,25696192874;117,750820172427;118,086518654154;112,849622339208;
9:19:32;301;0;16,604867627985;67,177843900206;202,917524986648;192,208743419547;181,097123674372;193,115129320211;190,194552529183;191,705195696956;168,374151216907;177,32051575494;122,9541466392;123,608758678569;127,049668116274;124,615854123751;115,971618219272;117,482261387045;117,817959868772;112,56427862974;
9:19:33;299;0;16,5712977798123;67,1946288242924;202,850385290303;192,19195849546;181,097123674372;193,081559472038;190,16098268101;191,671625848783;168,390936140993;177,337300679026;122,685587853819;123,424124513619;126,932173647669;124,431219958801;115,719844357977;117,331197070268;117,532616159304;112,346074616617;
9:19:34;300;0;16,6384374761578;67,1610589761196;202,665751125353;192,091248950942;180,962844281682;192,913710231174;189,993133440146;191,45342183566;168,290226596475;177,203021286336;122,316319523919;123,105210955978;126,562905317769;124,095521477073;115,367360952163;116,928358892195;117,196917677577;112,027161058976;
9:19:35;299;0;16,604867627985;67,177843900206;202,615396353094;191,990539406424;180,862134737163;192,79621576257;189,909208819715;191,352712291142;168,239871824216;177,169451438163;121,980621042191;122,887006942855;126,294346532387;123,860532539864;115,132372014954;116,760509651331;116,894789044022;111,859311818112;
9:19:36;301;0;16,6384374761578;67,177843900206;202,481116960403;191,940184634165;180,811779964904;192,678721293965;189,774929427024;191,252002746624;168,239871824216;177,102311741817;121,66170748455;122,652018005646;125,975432974746;123,625543602655;114,863813229572;116,475165941863;116,659800106813;111,573968108644;
9:19:37;301;0;16,604867627985;67,177843900206;202,363622491798;191,856260013733;180,778210116732;192,578011749447;189,657434958419;191,168078126192;168,172732127871;177,035172045472;121,359578850996;122,383459220264;125,706874189364;123,37376974136;114,561684596017;116,189822232395;116,391241321431;111,288624399176;
9:19:38;301;0;16,604867627985;67,1946288242924;202,229343099107;191,772335393301;180,6942854963;192,460517280842;189,523155565728;191,067368581674;168,122377355612;176,984817273213;121,040665293355;122,131685358968;125,421530479896;123,13878080415;114,276340886549;115,938048371099;116,07232776379;111,003280689708;
